Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2017,AZ,16572,Salt River Project,SRP,AC,111.524,18.685,2.909,.,133.118,"17,074",323,46,.,"17,443",.,.,.,.,0.000,.,.,.,.,0,6.051,6.161,.,.,12.212,"2,267",85,.,.,"2,352","18,306.000","67,643.000","2,635.000",.,"88,584.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,117.575,24.846,2.909,0.000,145.330,"19,341",408,46,0,"19,795","18,306.000","67,643.000","2,635.000",0.000,"88,584.000"
2017,AZ,18280,Sulphur Springs Valley E C Inc,WALC,AC,7.600,3.700,.,.,11.300,"1,118",303,.,.,"1,421",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.100,.,.,.,0.100,37,.,.,.,37,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.700,3.700,0.000,0.000,11.400,"1,155",303,0,0,"1,458",0.000,0.000,0.000,0.000,0.000
2017,AZ,19189,Trico Electric Cooperative Inc,WALC,DC,13.137,8.797,.,.,21.934,"1,892",42,.,.,"1,934",.,.,.,.,0.000,.,.,.,.,0,0.044,.,.,.,0.044,48,.,.,.,48,"11,921.710","7,133.546",.,.,"19,055.256",0.002,.,.,.,0.002,1,.,.,.,1,0.572,.,.,.,0.572,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,13.183,8.797,0.000,0.000,21.980,"1,941",42,0,0,"1,983","11,922.282","7,133.546",0.000,0.000,"19,055.828"
2017,AZ,19728,"UNS Electric, Inc",TEPC,DC,24.409,7.513,0.801,.,32.723,"2,744",131,7,.,"2,882",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,774.233","4,955.026",487.592,.,"25,216.851",0.295,0.006,0.000,.,0.301,98,3,0,.,101,218.511,26.507,.,.,245.018,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,24.704,7.519,0.801,0.000,33.024,"2,842",134,7,0,"2,983","19,992.744","4,981.533",487.592,0.000,"25,461.869"
2017,AZ,21538,"Mohave Electric Cooperative, Inc",WALC,AC,6.153,1.831,.,.,7.984,585,74,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,269.626,42.586,.,.,312.212,0.055,.,.,.,0.055,25,.,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.208,1.831,0.000,0.000,8.039,610,74,0,0,684,269.626,42.586,0.000,0.000,312.212
2017,AZ,24211,Tucson Electric Power Co,TEPC,DC,121.440,107.560,.,.,229.000,"17,381",536,.,.,"17,917",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,081.500","2,617.267",.,.,"8,698.767",.,0.010,0.024,.,0.034,.,1,1,.,2,.,.,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,121.440,107.570,0.024,0.000,229.034,"17,381",537,1,0,"17,919","6,081.500","2,617.267",0.000,0.000,"8,698.767"
2017,AZ,25060,Wellton-Mohawk Irr & Drain Dist,WALC,AC,0.062,0.160,.,.,0.222,9,6,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.062,0.160,0.000,0.000,0.222,9,6,0,0,15,0.000,0.000,0.000,0.000,0.000
2017,AZ,30518,Electrical Dist No3 Pinal County,AZPS,AC,2.612,.,.,.,2.612,392,.,.,.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.612,0.000,0.000,0.000,2.612,392,0,0,0,392,0.000,0.000,0.000,0.000,0.000
2017,AZ,40165,"Dixie Escalante R E A, Inc",PACE,DC,0.000,0.160,.,.,0.160,0,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,139.807,.,.,139.807,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.160,0.000,0.000,0.160,0,1,0,0,1,0.000,139.807,0.000,0.000,139.807
2017,AZ,99999,Adjustment 2017,PACE,,0.000,-0.028,.,.,-0.028,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,-0.028,.,.,-0.028,.,.,.,.,.,.,.,.,.,.
2017,AZ,99999,Adjustment 2017,TEPC,,-25.436,-20.069,-0.140,.,-45.644,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-25.436,-20.069,-0.140,.,-45.644,.,.,.,.,.,.,.,.,.,.
2017,AZ,99999,Adjustment 2017,WALC,,-2.697,-1.596,0.000,0.000,-4.292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.008,.,.,.,-0.008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-2.704,-1.596,0.000,0.000,-4.300,.,.,.,.,.,.,.,.,.,.
2017,CA,207,City of Alameda,CISO,AC,1.373,2.420,.,.,3.793,348,28,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108.000,142.000,.,.,250.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.373,2.420,0.000,0.000,3.793,348,28,0,0,376,108.000,142.000,0.000,0.000,250.000
2017,CA,590,City of Anaheim - (CA),CISO,DC,15.080,10.854,.,.,25.934,"2,805",123,.,.,"2,928",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.080,10.854,0.000,0.000,25.934,"2,805",123,0,0,"2,928",0.000,0.000,0.000,0.000,0.000
2017,CA,694,Anza Electric Coop Inc,WALC,DC,0.290,0.695,.,.,0.985,56,1,.,.,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.290,0.695,0.000,0.000,0.985,56,1,0,0,57,0.000,0.000,0.000,0.000,0.000
2017,CA,1050,City of Azusa,CISO,DC,0.906,0.014,0.405,.,1.325,216,1,5,.,222,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.906,0.014,0.405,0.000,1.325,216,1,5,0,222,0.000,0.000,0.000,0.000,0.000
2017,CA,1192,City of Banning - (CA),CISO,AC,1.475,0.285,.,.,1.760,282,9,.,.,291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.475,0.285,0.000,0.000,1.760,282,9,0,0,291,0.000,0.000,0.000,0.000,0.000
2017,CA,2507,City of Burbank Water and Power,LDWP,AC,2.611,3.788,.,.,6.399,557,44,.,.,601,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.611,3.788,0.000,0.000,6.399,557,44,0,0,601,0.000,0.000,0.000,0.000,0.000
2017,CA,4003,City of Colton - (CA),CISO,AC,1.807,2.154,1.738,.,5.699,387,29,4,.,420,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.807,2.154,1.738,0.000,5.699,387,29,4,0,420,0.000,0.000,0.000,0.000,0.000
2017,CA,7294,City of Glendale - (CA),LDWP,AC,7.410,7.183,.,.,14.593,"1,324",83,.,.,"1,407",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.410,7.183,0.000,0.000,14.593,"1,324",83,0,0,"1,407",0.000,0.000,0.000,0.000,0.000
2017,CA,8348,City of Healdsburg - (CA),CISO,AC,0.540,0.680,.,.,1.220,128,32,.,.,160,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.540,0.680,0.000,0.000,1.220,128,32,0,0,160,0.000,0.000,0.000,0.000,0.000
2017,CA,9216,Imperial Irrigation District,IID,AC,28.502,27.814,.,.,56.316,"4,790",173,.,.,"4,963",.,.,.,.,0.000,.,.,.,.,0,0.841,0.136,.,.,0.977,425,22,.,.,447,"4,916.000","1,490.000",.,.,"6,406.000",0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.130,.,.,2.130,.,5,.,.,5,.,.,.,.,0.000,29.345,30.080,0.000,0.000,59.425,"5,216",200,0,0,"5,416","4,916.000","1,490.000",0.000,0.000,"6,406.000"
2017,CA,10724,Lassen Municipal Utility District,CISO,AC,0.190,0.970,0.130,.,1.290,36,15,3,.,54,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,.,0.000,0,0,0,.,0,0.000,0.000,0.000,.,0.000,0.190,0.970,0.130,0.000,1.290,36,15,3,0,54,0.000,0.000,0.000,0.000,0.000
2017,CA,11124,City of Lodi - (CA),CISO,AC,3.347,3.410,.,.,6.757,666,56,.,.,722,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.347,3.410,0.000,0.000,6.757,666,56,0,0,722,0.000,0.000,0.000,0.000,0.000
2017,CA,11148,City of Lompoc - (CA),CISO,AC,0.745,0.672,.,.,1.417,83,8,.,.,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.745,0.672,0.000,0.000,1.417,83,8,0,0,91,0.000,0.000,0.000,0.000,0.000
2017,CA,11208,Los Angeles Department of Water & Power,LDWP,AC,157.594,86.521,.,.,244.115,"31,854","1,184",.,.,"33,038",0.044,0.144,.,.,0.188,6,3,.,.,9,.,.,.,.,0.000,.,.,.,.,0,"92,571.754","21,634.002",.,.,"1,14,205.756",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,157.594,86.521,0.000,0.000,244.115,"31,854","1,184",0,0,"33,038","92,571.754","21,634.002",0.000,0.000,"1,14,205.756"
2017,CA,12312,Merced Irrigation District,CISO,AC,1.650,1.823,.,.,3.473,523,34,.,.,557,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.650,1.823,0.000,0.000,3.473,523,34,0,0,557,0.000,0.000,0.000,0.000,0.000
2017,CA,12745,Modesto Irrigation District,BANC,AC,25.800,10.100,7.500,0.000,43.400,"4,403",117,44,0,"4,564",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,25.800,10.100,7.500,0.000,43.400,"4,403",117,44,0,"4,564",0.000,0.000,0.000,0.000,0.000
2017,CA,14328,Pacific Gas & Electric Co.,CISO,AC,"1,791.463",717.961,560.768,.,"3,070.192","3,37,313","8,550","2,856",.,"3,48,719",3.411,6.611,10.495,.,20.517,582,29,28,.,639,10.586,9.154,0.138,.,19.878,"4,882","1,001",4,.,"5,887",.,.,.,.,0.000,1.097,0.475,11.794,.,13.366,195,39,38,.,272,.,.,.,.,0.000,0.121,10.031,119.348,.,129.500,18,32,217,.,267,.,.,.,.,0.000,"1,803.267",737.621,692.048,0.000,"3,232.936","3,42,408","9,622","3,115",0,"3,55,145",0.000,0.000,0.000,0.000,0.000
2017,CA,14354,PacifiCorp,PACW,DC,2.384,2.096,1.973,0.000,6.453,318,37,17,0,372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.000,0.000,0.000,0.011,2,0,0,0,2,.,.,.,.,0.000,2.396,2.101,1.973,0.000,6.470,321,39,17,0,377,0.000,0.000,0.000,0.000,0.000
2017,CA,14401,City of Palo Alto - (CA),CISO,AC,4.083,5.463,.,.,9.546,968,73,.,.,"1,041",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64.561,.,.,.,64.561,.,0.004,.,.,0.004,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.083,5.467,0.000,0.000,9.550,968,74,0,0,"1,042",64.561,0.000,0.000,0.000,64.561
2017,CA,14534,City of Pasadena - (CA),CISO,AC,5.113,4.035,.,.,9.148,"1,146",53,.,.,"1,199",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.113,4.035,0.000,0.000,9.148,"1,146",53,0,0,"1,199",0.000,0.000,0.000,0.000,0.000
2017,CA,15308,Plumas-Sierra Rural Elec Coop,CISO,AC,0.587,0.013,0.436,.,1.036,134,2,1,.,137,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46.112,0.000,149.987,.,196.099,0.003,.,.,.,0.003,2,.,.,.,2,0.000,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,4.833,.,.,.,4.833,0.591,0.013,0.436,0.000,1.040,137,2,1,0,140,50.945,0.000,149.987,0.000,200.932
2017,CA,15783,City of Redding - (CA),BANC,DC,5.668,3.384,.,.,9.052,830,50,.,.,880,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.668,3.384,0.000,0.000,9.052,830,50,0,0,880,0.000,0.000,0.000,0.000,0.000
2017,CA,16088,City of Riverside - (CA),CISO,AC,16.179,10.571,.,.,26.750,"2,916",157,.,.,"3,073",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,426.000,.,.,.,426.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,16.179,10.571,0.000,0.000,26.750,"2,916",157,0,0,"3,073",426.000,0.000,0.000,0.000,426.000
2017,CA,16295,City of Roseville - (CA),BANC,AC,10.420,3.800,.,.,14.220,"3,404",37,.,.,"3,441",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.420,3.800,0.000,0.000,14.220,"3,404",37,0,0,"3,441",0.000,0.000,0.000,0.000,0.000
2017,CA,16534,Sacramento Municipal Util Dist,BANC,AC,85.829,42.890,28.957,0.000,157.676,"19,692",381,45,0,"20,118",0.102,0.036,0.500,0.000,0.638,34,1,1,0,36,0.580,0.304,0.000,0.000,0.884,486,36,0,0,522,.,.,.,.,0.000,0.002,0.000,0.005,0.000,0.007,1,0,1,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,86.411,43.194,28.962,0.000,158.567,"20,179",417,46,0,"20,642",0.000,0.000,0.000,0.000,0.000
2017,CA,16609,San Diego Gas & Electric Co,CISO,AC,633.390,127.530,53.390,0.000,814.310,"1,20,807","2,857",71,0,"1,23,735",2.560,1.050,0.000,0.000,3.610,472,22,0,0,494,8.050,1.810,1.190,0.000,11.050,288,30,2,0,320,1.380,0.440,0.100,0.000,1.920,0.120,0.020,1.000,0.000,1.140,37,4,1,0,42,0.000,0.000,0.000,0.000,0.000,0.030,11.170,9.700,0.000,20.900,3,45,13,0,61,0.000,0.000,0.000,0.000,0.000,641.590,140.530,65.280,0.000,847.400,"1,21,135","2,936",87,0,"1,24,158",1.380,0.440,0.100,0.000,1.920
2017,CA,16612,City & County of San Francisco,CISO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,0.458,.,.,0.458,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.458,0.000,0.000,0.458,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,CA,16655,City of Santa Clara - (CA),CISO,AC,0.932,0.754,.,.,1.686,240,8,.,.,248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.932,0.754,0.000,0.000,1.686,240,8,0,0,248,0.000,0.000,0.000,0.000,0.000
2017,CA,17609,Southern California Edison Co,CISO,AC,"1,311.822",487.604,224.094,.,"2,023.520","2,46,096","4,774",482,.,"2,51,352",3.718,6.668,1.330,.,11.716,635,66,4,.,705,6.920,10.821,.,.,17.741,77,545,.,.,622,.,.,.,.,0.000,2.175,4.975,3.160,.,10.310,258,17,7,.,282,.,.,.,.,0.000,0.836,36.205,32.495,.,69.536,84,113,48,.,245,.,.,.,.,0.000,"1,321.753",539.605,259.749,0.000,"2,121.107","2,46,515","5,449",537,0,"2,52,501",0.000,0.000,0.000,0.000,0.000
2017,CA,17612,Bear Valley Electric Service,CISO,AC,1.779,1.348,0.000,0.000,3.127,406,19,0,0,425,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.048,0.010,0.000,0.000,0.058,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.827,1.358,0.000,0.000,3.185,412,20,0,0,432,0.000,0.000,0.000,0.000,0.000
2017,CA,19229,Truckee Donner P U D,NEVP,AC,0.631,0.284,.,.,0.915,141,27,.,.,168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.631,0.284,0.000,0.000,0.915,141,27,0,0,168,0.000,0.000,0.000,0.000,0.000
2017,CA,19281,Turlock Irrigation District,TIDC,AC,9.866,0.496,22.422,.,32.784,"1,549",33,108,.,"1,690",.,.,.,.,0.000,.,.,.,.,0,.,.,2.818,.,2.818,.,.,9,.,9,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.866,0.496,25.240,0.000,35.602,"1,549",33,117,0,"1,699",0.000,0.000,0.000,0.000,0.000
2017,CA,19397,City of Ukiah - (CA),CISO,AC,0.340,0.500,.,.,0.840,60,2,.,.,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.340,0.500,0.000,0.000,0.840,60,2,0,0,62,0.000,0.000,0.000,0.000,0.000
2017,CA,19798,City of Vernon,CISO,AC,.,2.481,.,.,2.481,.,9,.,.,9,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,2.481,0.000,0.000,2.481,0,9,0,0,9,0.000,0.000,0.000,0.000,0.000
2017,CA,55787,City of Moreno Valley - (CA),CISO,DC,2.976,5.092,0.000,0.000,8.068,585,15,0,0,600,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,.,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,0.000,0.000,0.000,0.000,2.976,5.092,0.000,0.000,8.068,585,15,0,0,600,0.000,0.000,0.000,0.000,0.000
2017,CA,57483,Liberty Utilities,CISO,AC,0.405,0.080,.,.,0.485,97,8,.,.,105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.030,0.038,.,.,0.068,1,7,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.435,0.118,0.000,0.000,0.553,98,15,0,0,113,0.000,0.000,0.000,0.000,0.000
2017,CA,58126,Pittsburg Power Company,CISO,AC,0.189,0.221,.,.,0.410,55,3,.,.,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.189,0.221,0.000,0.000,0.410,55,3,0,0,58,0.000,0.000,0.000,0.000,0.000
2017,CA,60715,Port of Oakland,CISO,AC,.,1.250,.,.,1.250,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.000,.,.,0.000,.,0,.,.,0,.,0.000,.,.,0.000,.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,0.000,1.750,0.000,0.000,1.750,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000
2017,CA,99999,Adjustment 2017,BANC,,-0.988,-0.590,.,.,-1.579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.988,-0.590,.,.,-1.579,.,.,.,.,.,.,.,.,.,.
2017,CA,99999,Adjustment 2017,CISO,,-3.307,-2.783,-0.071,0.000,-6.161,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-3.307,-2.783,-0.071,0.000,-6.161,.,.,.,.,.,.,.,.,.,.
2017,CA,99999,Adjustment 2017,PACW,,-0.416,-0.366,-0.344,0.000,-1.125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.416,-0.366,-0.344,0.000,-1.125,.,.,.,.,.,.,.,.,.,.
2017,CA,99999,Adjustment 2017,WALC,,-0.051,-0.121,.,.,-0.172,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.051,-0.121,.,.,-0.172,.,.,.,.,.,.,.,.,.,.
2017,CO,3989,City of Colorado Springs - (CO),WACM,AC,3.563,4.926,0.000,0.000,8.489,776,78,0,0,854,.,.,.,.,0.000,.,.,.,.,0,0.800,5.115,0.000,0.000,5.915,438,66,0,0,504,"4,092.000","9,033.000",0.000,0.000,"13,125.000",0.002,0.006,0.000,0.000,0.008,1,1,0,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.365,10.047,0.000,0.000,14.412,"1,215",145,0,0,"1,360","4,092.000","9,033.000",0.000,0.000,"13,125.000"
