Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2016,AZ,15049,Electrical Dist No4 Pinal County,AC,0.212,0.030,.,.,0.242,36,1,.,.,37,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,179.191,10.920,.,.,190.111,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.212,0.030,0.000,0.000,0.242,36,1,0,0,37,179.191,10.920,0.000,0.000,190.111
2016,AZ,16572,Salt River Project,AC,103.836,18.685,2.931,.,125.452,"15,701",323,48,.,"16,072",.,.,.,.,0.000,.,.,.,.,0,6.539,6.167,.,.,12.706,"2,462",86,.,.,"2,548",.,"14,874.000",574.000,.,"15,448.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,110.375,24.852,2.931,0.000,138.158,"18,163",409,48,0,"18,620",0.000,"14,874.000",574.000,0.000,"15,448.000"
2016,AZ,18280,Sulphur Springs Valley E C Inc,AC,7.100,2.400,0.000,0.000,9.500,"1,153",134,0,0,"1,287",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.100,.,.,.,0.100,37,.,.,.,37,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.200,2.400,0.000,0.000,9.600,"1,190",134,0,0,"1,324",0.000,0.000,0.000,0.000,0.000
2016,AZ,19189,Trico Electric Cooperative Inc,DC,11.170,8.540,.,.,19.710,"1,589",37,.,.,"1,626",.,.,.,.,0.000,.,.,.,.,0,0.044,.,.,.,0.044,48,.,.,.,48,757.311,620.078,.,.,"1,377.389",0.002,.,.,.,0.002,1,.,.,.,1,0.092,.,.,.,0.092,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.216,8.540,0.000,0.000,19.756,"1,638",37,0,0,"1,675",757.403,620.078,0.000,0.000,"1,377.481"
2016,AZ,19728,"UNS Electric, Inc",DC,18.327,7.193,0.583,.,26.103,"2,143",128,7,.,"2,278",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,269.648","4,100.434",394.444,.,"19,764.526",0.296,0.006,.,.,0.302,99,3,.,.,102,215.202,0.819,.,.,216.021,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,18.623,7.199,0.583,0.000,26.405,"2,242",131,7,0,"2,380","15,484.850","4,101.253",394.444,0.000,"19,980.547"
2016,AZ,21538,"Mohave Electric Cooperative, I",AC,4.317,1.705,.,.,6.022,493,71,.,.,564,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,202.298,30.454,.,.,232.752,0.055,.,.,.,0.055,25,.,.,.,25,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.372,1.705,0.000,0.000,6.077,518,71,0,0,589,202.298,30.454,0.000,0.000,232.752
2016,AZ,24211,Tucson Electric Power Co,DC,63.675,1.720,69.889,0.000,135.284,"9,238",75,294,0,"9,607",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"60,399.510",781.024,"39,316.633",.,"1,00,497.167",.,.,0.024,.,0.024,.,.,1,.,1,.,.,0.080,.,0.080,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,63.675,1.720,69.913,0.000,135.308,"9,238",75,295,0,"9,608","60,399.510",781.024,"39,316.713",0.000,"1,00,497.247"
2016,AZ,25060,Wellton-Mohawk Irr & Drain Dist,AC,0.047,0.120,.,.,0.167,7,4,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.047,0.120,0.000,0.000,0.167,7,4,0,0,11,0.000,0.000,0.000,0.000,0.000
2016,AZ,30518,Electrical Dist No3 Pinal County,AC,0.518,.,.,.,0.518,73,.,.,.,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.518,0.000,0.000,0.000,0.518,73,0,0,0,73,0.000,0.000,0.000,0.000,0.000
2016,AZ,40165,"Dixie Escalante R E A, Inc",DC,.,0.160,.,.,0.160,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,140.500,.,.,140.500,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.160,0.000,0.000,0.160,0,1,0,0,1,0.000,140.500,0.000,0.000,140.500
2016,CA,207,City of Alameda,AC,1.257,2.055,.,.,3.312,321,26,.,.,347,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96.000,136.000,.,.,232.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.257,2.055,0.000,0.000,3.312,321,26,0,0,347,96.000,136.000,0.000,0.000,232.000
2016,CA,590,City of Anaheim - (CA),DC,11.863,9.177,0.000,.,21.040,"2,372",111,0,.,"2,483",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.863,9.177,0.000,0.000,21.040,"2,372",111,0,0,"2,483",0.000,0.000,0.000,0.000,0.000
2016,CA,694,Anza Electric Coop Inc,DC,0.246,0.695,.,.,0.941,55,1,.,.,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.246,0.695,0.000,0.000,0.941,55,1,0,0,56,0.000,0.000,0.000,0.000,0.000
2016,CA,1050,City of Azusa,DC,0.764,0.014,0.405,.,1.183,185,1,5,.,191,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.764,0.014,0.405,0.000,1.183,185,1,5,0,191,0.000,0.000,0.000,0.000,0.000
2016,CA,1192,City of Banning - (CA),AC,1.180,0.251,.,.,1.431,234,7,.,.,241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.180,0.251,0.000,0.000,1.431,234,7,0,0,241,0.000,0.000,0.000,0.000,0.000
2016,CA,2507,City of Burbank Water and Power,AC,1.954,2.622,.,.,4.576,433,36,.,.,469,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.954,2.622,0.000,0.000,4.576,433,36,0,0,469,0.000,0.000,0.000,0.000,0.000
2016,CA,4003,City of Colton - (CA),AC,1.466,0.428,1.738,.,3.632,311,19,4,.,334,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.466,0.428,1.738,0.000,3.632,311,19,4,0,334,0.000,0.000,0.000,0.000,0.000
2016,CA,7294,City of Glendale - (CA),AC,5.878,3.991,.,.,9.869,"1,089",74,.,.,"1,163",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.878,3.991,0.000,0.000,9.869,"1,089",74,0,0,"1,163",0.000,0.000,0.000,0.000,0.000
2016,CA,8348,City of Healdsburg - (CA),AC,0.541,0.566,.,.,1.107,122,41,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.541,0.566,0.000,0.000,1.107,122,41,0,0,163,0.000,0.000,0.000,0.000,0.000
2016,CA,9216,Imperial Irrigation District,AC,24.387,24.130,.,.,48.517,"4,134",157,.,.,"4,291",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,853.000,"1,510.000",.,.,"2,363.000",0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.130,.,.,2.130,.,5,.,.,5,.,.,.,.,0.000,24.389,26.260,0.000,0.000,50.649,"4,135",162,0,0,"4,297",853.000,"1,510.000",0.000,0.000,"2,363.000"
2016,CA,10724,Lassen Municipal Utility District,AC,0.180,0.220,.,.,0.400,32,13,.,.,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.180,0.220,0.000,0.000,0.400,32,13,0,0,45,0.000,0.000,0.000,0.000,0.000
2016,CA,11124,City of Lodi - (CA),AC,2.961,2.124,0.000,0.000,5.085,599,47,0,0,646,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.961,2.124,0.000,0.000,5.085,599,47,0,0,646,0.000,0.000,0.000,0.000,0.000
2016,CA,11148,City of Lompoc - (CA),AC,0.745,0.735,.,.,1.480,83,8,.,.,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.745,0.735,0.000,0.000,1.480,83,8,0,0,91,0.000,0.000,0.000,0.000,0.000
2016,CA,11208,Los Angeles Department of Water & Power,AC,128.201,69.745,.,.,197.946,"26,480",969,.,.,"27,449",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,"70,913.282","19,290.531",.,.,"90,203.813",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,128.201,69.745,0.000,0.000,197.946,"26,480",969,0,0,"27,449","70,913.282","19,290.531",0.000,0.000,"90,203.813"
2016,CA,12312,Merced Irrigation District,AC,1.200,1.376,.,.,2.576,420,31,.,.,451,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.200,1.376,0.000,0.000,2.576,420,31,0,0,451,0.000,0.000,0.000,0.000,0.000
2016,CA,12745,Modesto Irrigation District,AC,20.980,8.180,7.190,0.000,36.350,"3,728",100,40,0,"3,868",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,20.980,8.180,7.190,0.000,36.350,"3,728",100,40,0,"3,868",0.000,0.000,0.000,0.000,0.000
2016,CA,14328,Pacific Gas & Electric Co,AC,"1,418.330",475.825,465.227,.,"2,359.382","2,70,096","6,591","1,987",.,"2,78,674",1.264,2.349,5.854,.,9.467,211,23,24,.,258,9.202,4.915,0.293,.,14.410,"4,155",847,3,.,"5,005",.,.,.,.,0.000,0.920,0.630,8.940,.,10.490,148,33,38,.,219,.,.,.,.,0.000,1.450,7.230,77.570,.,86.250,157,42,191,.,390,.,.,.,.,0.000,"1,429.902",488.600,552.030,0.000,"2,470.532","2,74,556","7,513","2,219",0,"2,84,288",0.000,0.000,0.000,0.000,0.000
2016,CA,14354,PacifiCorp,DC,1.924,1.865,0.895,0.000,4.684,259,30,10,0,299,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.000,0.000,0.000,0.011,2,0,0,0,2,.,.,.,.,0.000,1.936,1.870,0.895,0.000,4.701,262,32,10,0,304,0.000,0.000,0.000,0.000,0.000
2016,CA,14401,City of Palo Alto - (CA),AC,3.664,4.284,.,.,7.948,893,61,.,.,954,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.664,4.284,0.000,0.000,7.948,893,61,0,0,954,0.000,0.000,0.000,0.000,0.000
2016,CA,14534,City of Pasadena - (CA),AC,4.266,3.847,.,.,8.113,"1,014",49,.,.,"1,063",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.266,3.847,0.000,0.000,8.113,"1,014",49,0,0,"1,063",0.000,0.000,0.000,0.000,0.000
2016,CA,15308,Plumas-Sierra Rural Elec Coop,AC,0.556,0.013,0.436,.,1.005,128,2,1,.,131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30.000,6.000,0.000,.,36.000,0.003,.,.,.,0.003,2,.,.,.,2,0.000,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,6.000,.,.,.,6.000,0.560,0.013,0.436,0.000,1.009,131,2,1,0,134,36.000,6.000,0.000,0.000,42.000
2016,CA,15783,City of Redding - (CA),DC,3.139,2.816,.,.,5.955,490,43,.,.,533,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.139,2.816,0.000,0.000,5.955,490,43,0,0,533,0.000,0.000,0.000,0.000,0.000
2016,CA,16088,City of Riverside - (CA),AC,12.450,8.451,.,.,20.901,"2,402",154,.,.,"2,556",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,298.000,.,.,.,298.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,12.450,8.451,0.000,0.000,20.901,"2,402",154,0,0,"2,556",298.000,0.000,0.000,0.000,298.000
2016,CA,16295,City of Roseville - (CA),DC,9.000,2.330,.,.,11.330,"3,046",37,.,.,"3,083",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.000,2.330,0.000,0.000,11.330,"3,046",37,0,0,"3,083",0.000,0.000,0.000,0.000,0.000
2016,CA,16534,Sacramento Municipal Util Dist,AC,67.224,28.710,14.349,0.000,110.283,"15,633",347,40,0,"16,020",0.102,0.036,0.500,0.000,0.638,34,1,1,0,36,1.456,0.151,0.000,0.000,1.607,"1,050",23,0,0,"1,073",.,.,.,.,0.000,0.002,0.000,0.005,0.000,0.007,1,0,1,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,68.682,28.861,14.354,0.000,111.897,"16,684",370,41,0,"17,095",0.000,0.000,0.000,0.000,0.000
2016,CA,16609,San Diego Gas & Electric Co,AC,531.240,99.550,44.670,0.000,675.460,"1,02,247","2,205",57,0,"1,04,509",0.660,0.450,0.000,0.000,1.110,125,12,0,0,137,6.920,1.470,0.000,0.000,8.390,571,23,0,0,594,"1,095.890",728.660,213.130,0.000,"2,037.680",0.120,0.020,1.000,0.000,1.140,37,4,1,0,42,0.000,0.000,0.000,0.000,0.000,0.030,9.450,6.700,0.000,16.180,3,39,9,0,51,0.000,0.000,0.000,0.000,0.000,538.310,110.490,52.370,0.000,701.170,"1,02,858","2,271",67,0,"1,05,196","1,095.890",728.660,213.130,0.000,"2,037.680"
2016,CA,16612,City & County of San Francisco,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,0.458,.,.,0.458,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.458,0.000,0.000,0.458,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2016,CA,16655,City of Santa Clara - (CA),AC,0.584,0.411,0.000,0.000,0.995,165,4,0,0,169,.,.,0.000,0.000,0.000,.,.,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.584,0.411,0.000,0.000,0.995,165,4,0,0,169,0.000,0.000,0.000,0.000,0.000
2016,CA,17609,Southern California Edison Co,AC,"1,090.567",340.594,221.454,.,"1,652.615","2,05,438","4,427",488,.,"2,10,353",1.157,3.951,5.344,.,10.452,200,30,6,.,236,0.413,4.417,.,.,4.830,18,235,.,.,253,.,.,.,.,0.000,2.192,1.079,3.160,.,6.431,262,16,7,.,285,.,.,.,.,0.000,0.833,20.689,33.499,.,55.021,86,83,50,.,219,.,.,.,.,0.000,"1,094.005",366.779,258.113,0.000,"1,718.897","2,05,804","4,761",545,0,"2,11,110",0.000,0.000,0.000,0.000,0.000
2016,CA,17612,Bear Valley Electric Service,AC,1.585,1.285,0.000,0.000,2.870,363,16,0,0,379,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.048,0.010,0.000,0.000,0.058,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.633,1.295,0.000,0.000,2.928,369,17,0,0,386,0.000,0.000,0.000,0.000,0.000
2016,CA,19229,Truckee Donner P U D,AC,0.618,0.284,.,.,0.902,137,27,.,.,164,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.618,0.284,0.000,0.000,0.902,137,27,0,0,164,0.000,0.000,0.000,0.000,0.000
2016,CA,19281,Turlock Irrigation District,AC,8.664,0.748,17.870,.,27.282,"1,342",34,99,.,"1,475",.,.,.,.,0.000,.,.,.,.,0,.,.,2.699,.,2.699,.,.,8,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.664,0.748,20.569,0.000,29.981,"1,342",34,107,0,"1,483",0.000,0.000,0.000,0.000,0.000
2016,CA,19397,City of Ukiah - (CA),AC,0.200,0.500,.,.,0.700,50,2,.,.,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.200,0.500,0.000,0.000,0.700,50,2,0,0,52,0.000,0.000,0.000,0.000,0.000
2016,CA,55787,City of Moreno Valley - (CA),DC,2.384,4.116,0.000,0.000,6.500,471,13,0,0,484,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.384,4.116,0.000,0.000,6.500,471,13,0,0,484,0.000,0.000,0.000,0.000,0.000
2016,CA,57483,Liberty Utilities,AC,0.405,0.080,.,.,0.485,97,8,.,.,105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.303,0.038,.,.,0.341,1,7,.,.,8,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.708,0.118,0.000,0.000,0.826,98,15,0,0,113,0.000,0.000,0.000,0.000,0.000
2016,CA,58126,Pittsburg Power Company,AC,0.350,0.220,.,.,0.570,35,2,.,.,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.400,40.400,.,.,49.800,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.350,0.220,0.000,0.000,0.570,35,2,0,0,37,9.400,40.400,0.000,0.000,49.800
2016,CA,60715,Port of Oakland,AC,.,1.250,.,.,1.250,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.500,.,.,0.500,.,1,.,.,1,.,.,.,.,0.000,0.000,1.750,0.000,0.000,1.750,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000
2016,CO,3989,City of Colorado Springs - (CO),AC,2.527,4.645,.,.,7.172,540,72,.,.,612,.,.,.,.,0.000,.,.,.,.,0,0.800,5.120,.,.,5.920,438,66,.,.,504,"1,429.000","7,007.000",.,.,"8,436.000",0.002,0.006,.,.,0.008,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.329,9.771,0.000,0.000,13.100,979,139,0,0,"1,118","1,429.000","7,007.000",0.000,0.000,"8,436.000"
2016,CO,5086,Delta Montrose Electric Assn,DC,1.575,0.250,.,.,1.825,345,20,.,.,365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.015,.,.,.,0.015,4,.,.,.,4,.,.,.,.,0.000,.,0.160,.,.,0.160,.,2,.,.,2,.,.,.,.,0.000,1.590,0.410,0.000,0.000,2.000,349,22,0,0,371,0.000,0.000,0.000,0.000,0.000
2016,CO,5862,"Empire Electric Assn, Inc",DC,0.575,0.544,0.294,0.000,1.413,103,22,3,0,128,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,80.894,44.616,2.824,0.000,128.334,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.025,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.575,0.569,0.294,0.000,1.438,103,23,3,0,129,80.894,44.616,2.824,0.000,128.334
2016,CO,5997,Town of Estes Park,AC,0.126,0.015,.,.,0.141,29,1,.,.,30,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.004,.,.,.,0.004,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.130,0.015,0.000,0.000,0.145,31,1,0,0,32,0.000,0.000,0.000,0.000,0.000
2016,CO,6604,City of Fort Collins - (CO),DC,3.283,0.962,0.180,.,4.425,634,55,1,.,690,.,.,.,.,0.000,.,.,.,.,0,0.620,.,.,.,0.620,200,.,.,.,200,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.904,0.962,0.180,0.000,5.046,835,55,1,0,891,0.000,0.000,0.000,0.000,0.000
2016,CO,6638,City of Fountain,AC,0.135,.,.,.,0.135,25,.,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.000,.,.,.,93.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.135,0.000,0.000,0.000,0.135,25,0,0,0,25,93.000,0.000,0.000,0.000,93.000
2016,CO,7300,City of Glenwood Springs - (CO),AC,0.219,0.275,.,.,0.494,51,16,.,.,67,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0.010,0.000,.,.,0.010,1,0,.,.,1,0.000,0.000,.,.,0.000,0.229,0.275,0.000,0.000,0.504,52,16,0,0,68,0.000,0.000,0.000,0.000,0.000
2016,CO,7563,Grand Valley Power,DC,1.269,0.051,.,.,1.320,213,8,.,.,221,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0,0,.,.,0,0.000,0.000,.,.,0.000,0.003,0.000,.,.,0.003,1,0,.,.,1,4.000,0.000,.,.,4.000,0.005,0.000,.,.,0.005,2,0,.,.,2,8.000,0.000,.,.,8.000,1.277,0.051,0.000,0.000,1.328,216,8,0,0,224,12.000,0.000,0.000,0.000,12.000
